,Name,Genre,Rating,Votes,BoxOffice,Year
747,Flores Raras,"Biography, Drama, Romance",6.8,78,"43,838",2013
748,Tiny Times 2.0,"Drama, Romance",6.5,17225,"43,788",2013
749,Holla II,"Comedy, Horror",7.8,2343,"41,537",2013
750,Blood Ties,"Crime, Drama, Thriller",6.6,7617,"41,229",2013
751,The Beautiful Risk,"Drama, Romance",6.3,2728,"40,254",2013
752,CBGB,"Drama, Music",5.7,3667,"40,040",2013
753,Decoding Annie Parker,Drama,5.5,3557,"39,850",2013
754,Concussion,Drama,6.2,9286,"38,361",2013
755,Child of God,"Crime, Drama, Thriller",7.2,6476,"37,949",2013
756,Yip Man: Jung gik yat jin,"Action, Biography, Drama",6,1285,"37,884",2013
757,La mafia uccide solo d'estate,"Comedy, Crime",5.3,3286,"37,134",2013
758,Savannah,"Drama, Family, History",6.2,59726,"36,746",2013
759,Touchy Feely,Drama,5.8,879,"35,022",2013
760,Redemption,"Action, Crime, Drama",7.1,90585,"34,956",2013
761,Underdogs,"Drama, Family, Sport",7.4,38374,"34,810",2013
762,Filth,"Comedy, Crime, Drama",5.8,1669,"34,321",2013
763,Starred Up,"Crime, Drama",6.8,13963,"34,100",2013
764,Big Sur,"Drama, Romance",6.1,2722,"33,621",2013
765,Big Bad Wolves,"Drama, Horror, Thriller",5.7,33582,"33,232",2013
766,Lucky Them,Drama,7.1,9917,"32,853",2013
767,I Give It a Year,"Comedy, Romance",5.8,846,"32,514",2013
768,Table No. 21,"Adventure, Drama, Mystery",5.5,1954,"31,658",2013
769,Abus de faiblesse,Drama,6.3,9035,"31,430",2013
770,It Felt Like Love,Drama,5.2,3264,"31,173",2013
771,A Field in England,"Drama, History, Horror",6.3,61,"30,716",2013
772,The Power of Few,"Action, Crime, Drama",3.9,61,"30,444",2013
773,The Trouble with Barry,"Comedy, Horror, Thriller",7.2,5945,"29,058",2013
774,Her Cry: La Llorona Investigation,Horror,6.5,623,"29,000",2013
775,Jigoku de naze warui,"Action, Comedy",6.2,880,"28,534",2013
776,Pour une femme,Drama,6.6,961,"28,131",2013
777,Beneath the Harvest Sky,"Crime, Drama, Romance",5.4,32767,"28,116",2013
778,Pardé,Drama,6.9,10,"28,098",2013
779,Killing Season,"Action, Drama, Thriller",5.5,32524,"27,713",2013
780,Trey the Movie,"Action, Horror, Thriller",3,1994,"25,000",2013
781,The Last Days on Mars,"Adventure, Horror, Sci-Fi",6.1,2442,"23,838",2013
782,Tiny Times 1.0,"Drama, Romance",6.1,2066,"23,462",2013
783,Jimmy P.,"Biography, Drama, Thriller",5.9,15868,"23,220",2013
784,R100,"Comedy, Drama",5.6,643,"22,770",2013
785,Grand Piano,"Music, Mystery, Thriller",5.6,860,"22,353",2013
786,May in the Summer,"Comedy, Drama",6.5,2706,"22,004",2013
787,I Used to Be Darker,"Drama, Music",6.1,32410,"21,964",2013
788,Camille Claudel 1915,"Biography, Drama",6,6077,"21,960",2013
789,V/H/S/2,"Horror, Thriller",5.7,6251,"21,833",2013
790,The Look of Love,"Biography, Comedy, Drama",7.5,22,"21,252",2013
791,Bad Milo,"Comedy, Horror",5.6,451,"19,613",2013
792,Whensday,Comedy,5.9,496,"19,463",2013
793,Tasting Menu,Comedy,6.2,1351,"18,686",2013
794,Torn,Drama,6.8,10363,"18,202",2013
795,Test,Drama,6.2,15579,"18,172",2013
796,Journey to the West,"Action, Adventure, Comedy",6.9,2750,"18,058",2013
797,Adult World,"Comedy, Drama",6.4,12923,"16,740",2013
798,Eastern Boys,"Crime, Drama, Romance",5.4,1168,"16,173",2013
799,Breathe In,"Drama, Romance",5.4,3500,"15,324",2013
800,Dealin' with Idiots,Comedy,4.8,139,"15,308",2013
801,As I Lay Dying,Drama,5.8,888,"15,009",2013
802,Bank$tas,"Comedy, Crime",6.5,834,"14,937",2013
803,Il Futuro,Drama,6.1,2780,"13,983",2013
804,This Is Martin Bonner,Drama,6.8,2600,"13,888",2013
805,Les salauds,"Drama, Romance",7.1,5159,"12,247",2013
806,Hross í oss,"Comedy, Drama, Romance",7,1504,"11,835",2013
807,Vivir es fácil con los ojos cerrados,"Comedy, Drama",6.4,1743,"11,600",2013
808,Los insólitos peces gato,"Comedy, Drama",6.3,8685,"11,278",2013
809,Zhi wo men zhong jiang shi qu de qing chun,Drama,6.3,54,"11,186",2013
810,The Pretty One,"Comedy, Drama",4,1503,"11,186",2013
811,Midget Zombie Takeover,"Comedy, Horror",6.5,373,"11,000",2013
812,A Resurrection,"Horror, Thriller",7.3,10372,"10,730",2013
813,Hank and Asha,"Comedy, Romance",5.8,9551,"10,544",2013
814,The Selfish Giant,Drama,5.1,116,"10,531",2013
815,A Single Shot,"Crime, Drama, Thriller",6.3,1175,"10,020",2013
816,Made in Cleveland,Comedy,7,331,"9,873",2013
817,Gibraltar,"Crime, Thriller",5.7,5358,"9,770",2013
818,Witch Graveyard,"Fantasy, Horror",6.3,1416,"9,554",2013
819,Last Passenger,"Action, Mystery, Thriller",6.1,14883,"9,326",2013
820,Les beaux jours,"Drama, Romance",6.9,21,"9,059",2013
821,The Sacrament,"Horror, Thriller",6,521,"9,039",2013
822,Imbabazi,Drama,4.9,903,"8,845",2013
823,Cupcakes,"Comedy, Music",6.3,1181,"8,817",2013
824,Low: Movie - How to Quit Smoking,"Music, Musical",6.4,24819,"8,475",2013
825,Canopy,"Adventure, Drama, Thriller",4.4,4532,"8,462",2013
826,Run & Jump,Drama,6.4,562,"8,243",2013
827,Charlie Countryman,"Comedy, Drama, Romance",6.3,719,"7,973",2013
828,Nothing Left to Fear,Horror,6.4,4108,"7,886",2013
829,Las horas muertas,"Drama, Romance",5.9,256,"7,879",2013
830,Un beau dimanche,Drama,6,3032,"7,714",2013
831,Amour & turbulences,"Comedy, Romance",4.6,2684,"7,636",2013
832,Big Words,"Comedy, Drama",6.4,1915,"7,371",2013
833,The Strange Color of Your Body's Tears,"Horror, Mystery, Thriller",4.5,573,"7,182",2013
834,Almost Human,"Horror, Sci-Fi, Thriller",6,4356,"6,986",2013
835,Finding Mr. Right,Comedy,6.1,30075,"6,945",2013
836,So This Is Christmas,"Comedy, Drama, Family",6.1,590,"6,934",2013
837,Pionér,Thriller,5.9,760,"6,847",2013
838,Welcome to the Punch,"Action, Crime, Thriller",7.1,385,"6,787",2013
839,The Film Critic,"Comedy, Drama, Romance",5.2,365,"6,771",2013
840,"No God, No Master","Crime, Drama, History",5.2,844,"6,738",2013
841,200 Cartas,"Comedy, Romance",6.7,3650,"6,733",2013
842,Rangrezz,"Action, Drama",6.3,326,"6,108",2013
843,Love & Air Sex,"Comedy, Romance",6.9,5650,"6,047",2013
844,Paradies: Hoffnung,Drama,6.3,197,"5,942",2013
845,Medeas,Drama,6.8,894,"5,895",2013
846,Life of a King,Drama,6.6,3915,"5,709",2013
847,A Picture of You,Drama,6.6,566,"5,650",2013
848,Marius,Drama,4.5,15,"5,599",2013
849,One Small Hitch,"Comedy, Romance",4.9,8294,"5,328",2013
850,2 automnes 3 hivers,Comedy,5.9,9740,"5,030",2013
851,The Haunted Swing,"Mystery, Thriller",5.4,4969,"5,000",2013
852,Hell Baby,"Comedy, Horror",6.9,1169,"4,980",2013
853,Pawn Shop Chronicles,"Action, Comedy, Crime",4.5,255,"4,915",2013
854,The Adventurer: The Curse of the Midas Box,"Adventure, Family, Fantasy",5.6,5136,"4,756",2013
855,Tore tanzt,"Crime, Drama, Thriller",5.2,102,"4,679",2013
856,Hôtel Normandy,"Comedy, Romance",6.5,18957,"4,640",2013
857,All Is Bright,"Comedy, Drama",5.3,13032,"4,556",2013
858,Mumbai Mirror,"Action, Crime, Thriller",6.3,5432,"4,550",2013
859,Anna,"Drama, Mystery, Sci-Fi",6.5,60,"4,288",2013
860,Contracted,"Drama, Horror, Thriller",6.1,2040,"4,105",2013
861,Thunder and the House of Magic,"Animation, Adventure, Comedy",6.4,2833,"4,091",2013
862,Silver Circle,"Animation, Thriller",5.2,5276,"4,080",2013
863,Gerontophilia,"Comedy, Romance",6.3,957,"3,975",2013
864,The French Minister,Comedy,3.6,948,"3,800",2013
865,Raze,"Action, Drama, Horror",4.3,783,"3,453",2013
866,Life's a Breeze,"Comedy, Drama",5.4,3369,"3,450",2013
867,Axe Giant: The Wrath of Paul Bunyan,"Fantasy, Horror",5.2,501,"3,287",2013
868,The Girl on the Train,Thriller,5.3,5978,"2,874",2013
869,Plush,"Drama, Music, Thriller",4.5,391,"2,843",2013
870,Salvation Army,Drama,5.9,17,"2,433",2013
871,Tom yum goong 2,Action,6.5,45,"2,317",2013
872,The Happy House,"Comedy, Horror",5.7,6428,"2,311",2013
873,Last Flight of the Champion,"Animation, Comedy, Family",5.2,640,"2,220",2013
874,InSpectres,Comedy,4.7,520,"2,175",2013
875,Pawn,"Action, Crime, Mystery",6.1,8886,"2,137",2013
876,Missionary,"Drama, Thriller",8.5,8,"2,120",2013
877,The Wait,"Drama, Thriller",4.5,304,"2,109",2013
878,The Right Kind of Wrong,"Comedy, Romance",5.1,3540,"2,022",2013
879,"Max Anderson, Private Eye",Comedy,5.9,6770,"1,855",2013
880,Jake Squared,"Comedy, Drama",5.7,4823,"1,681",2013
881,The Package,"Action, Crime, Thriller",7,27,"1,469",2013
882,Ragnarok,"Action, Adventure",6.5,946,"1,228",2013
883,Khumba,"Animation, Adventure, Family",7.2,12,"1,029",2013
884,The Strategist Anthology,"Action, Adventure, Sci-Fi",5.7,10037,"1,000",2013
885,Rhymes for Young Ghouls,"Crime, Drama",5.5,218,909,2013
886,Christmas Ride,"Comedy, Drama, Family",5.9,32,700,2013
887,Syrup,"Comedy, Drama, Romance",5.7,23053,656,2013
888,Demi-soeur,Comedy,4.5,7421,634,2013
889,Rise of the Undead,Horror,5.2,1776,450,2013
890,I Spit on Your Grave 2,"Horror, Thriller",6.5,884,441,2013
891,Hammer of the Gods,"Action, Adventure, History",6.9,94,438,2013
892,A Perfect Man,"Drama, Romance",5.5,4918,388,2013
893,American Sniper,"Action, Biography, Drama",7.3,388599,"350,126,372",2014
894,The Hunger Games: Mockingjay - Part 1,"Action, Adventure, Sci-Fi",6.7,366310,"337,135,885",2014
895,Guardians of the Galaxy,"Action, Adventure, Comedy",8.1,889061,"333,176,600",2014
896,Captain America: The Winter Soldier,"Action, Adventure, Sci-Fi",7.8,623902,"259,766,572",2014
897,The Lego Movie,"Animation, Action, Adventure",7.8,291773,"257,760,692",2014
898,The Hobbit: The Battle of the Five Armies,"Adventure, Fantasy",7.4,425064,"255,119,788",2014
899,Transformers: Age of Extinction,"Action, Adventure, Sci-Fi",5.7,276631,"245,439,076",2014
900,Maleficent,"Action, Adventure, Family",7,295127,"241,410,378",2014
901,X-Men: Days of Future Past,"Action, Adventure, Sci-Fi",8,600242,"233,921,534",2014
902,Big Hero 6,"Animation, Action, Adventure",7.8,351470,"222,527,828",2014
903,Dawn of the Planet of the Apes,"Action, Adventure, Drama",7.6,380565,"208,545,589",2014
904,The Amazing Spider-Man 2,"Action, Adventure, Sci-Fi",6.6,376009,"202,853,933",2014
905,Godzilla,"Action, Adventure, Sci-Fi",6.4,338393,"200,676,069",2014
906,22 Jump Street,"Action, Comedy, Crime",7,309639,"191,719,337",2014
907,Teenage Mutant Ninja Turtles,"Action, Adventure, Comedy",5.8,189263,"191,204,754",2014
908,Interstellar,"Adventure, Drama, Sci-Fi",8.6,1231267,"188,020,017",2014
909,How to Train Your Dragon 2,"Animation, Action, Adventure",7.8,261341,"177,002,924",2014
910,Gone Girl,"Crime, Drama, Mystery",8.1,729165,"167,767,189",2014
911,Divergent,"Action, Adventure, Mystery",6.7,390109,"150,947,895",2014
912,Neighbors,Comedy,6.3,258395,"150,157,400",2014
913,Ride Along,"Action, Comedy, Crime",6.2,91457,"134,938,200",2014
914,Rio 2,"Animation, Adventure, Comedy",6.3,69664,"131,538,435",2014
915,Kingsman: The Secret Service,"Action, Adventure, Comedy",7.7,525037,"128,261,724",2014
916,Into the Woods,"Adventure, Comedy, Drama",6,120220,"128,002,372",2014
917,Lucy,"Action, Sci-Fi, Thriller",6.4,389650,"126,663,600",2014
918,The Fault in Our Stars,"Drama, Romance",7.7,303938,"124,872,350",2014
919,Unbroken,"Biography, Drama, Sport",7.2,126432,"115,637,895",2014
920,Night at the Museum: Secret of the Tomb,"Adventure, Comedy, Family",6.2,87506,"113,746,621",2014
921,Mr. Peabody & Sherman,"Animation, Adventure, Comedy",6.8,55700,"111,506,430",2014
922,300: Rise of an Empire,"Action, Fantasy, War",6.2,255995,"106,580,051",2014
923,The Maze Runner,"Action, Mystery, Sci-Fi",6.8,375503,"102,427,862",2014
924,The Equalizer,"Action, Crime, Thriller",7.2,286982,"101,530,738",2014
925,Noah,"Action, Adventure, Drama",5.8,223464,"101,200,044",2014
926,Edge of Tomorrow,"Action, Sci-Fi",7.9,527461,"100,206,256",2014
927,Non-Stop,"Action, Mystery, Thriller",7,228796,"92,168,600",2014
928,Heaven Is for Real,"Biography, Drama, Family",5.8,23670,"91,443,253",2014
929,The Imitation Game,"Biography, Drama, Thriller",8,593993,"91,125,683",2014
930,Taken 3,"Action, Thriller",6,159737,"89,256,424",2014
931,Dumb and Dumber To,"Adventure, Comedy",5.6,114805,"86,208,010",2014
932,Annie,"Comedy, Drama, Family",5.3,30339,"85,911,262",2014
933,Fury,"Action, Drama, War",7.6,368804,"85,817,906",2014
934,Tammy,"Comedy, Romance",4.9,42874,"84,525,432",2014
935,Annabelle,"Horror, Mystery, Thriller",5.4,115302,"84,273,813",2014
936,The Other Woman,"Comedy, Romance",6,119686,"83,911,193",2014
937,Penguins of Madagascar,"Animation, Adventure, Comedy",6.7,70491,"83,348,920",2014
938,Let's Be Cops,"Comedy, Crime",6.5,119581,"82,390,774",2014
939,The Monuments Men,"Comedy, Drama, History",6.1,115097,"78,031,620",2014
940,Paddington,"Adventure, Comedy, Family",7.2,78022,"76,271,832",2014
941,Hercules,"Action, Adventure, Fantasy",6,134467,"72,688,614",2014
942,The Purge: Anarchy,"Action, Horror, Thriller",6.5,122338,"71,962,800",2014
943,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy, Family",6.2,35976,"66,954,149",2014
944,Think Like a Man Too,"Comedy, Romance",5.8,18005,"65,182,182",2014
945,Exodus: Gods and Kings,"Action, Adventure, Drama",6,147716,"65,014,513",2014
946,The Nut Job,"Animation, Adventure, Comedy",5.7,23997,"64,251,541",2014
947,God's Not Dead,Drama,4.8,37222,"60,755,732",2014
948,Son of God,"Biography, Drama, History",5.7,17221,"59,700,064",2014
949,Planes: Fire & Rescue,"Animation, Adventure, Comedy",6,14804,"59,165,787",2014
950,The Grand Budapest Hotel,"Adventure, Comedy, Drama",8.1,609101,"59,100,318",2014
951,RoboCop,"Action, Crime, Sci-Fi",6.2,201848,"58,607,007",2014
952,Dracula Untold,"Action, Drama, Fantasy",6.3,160798,"56,280,355",2014
953,Horrible Bosses 2,"Comedy, Crime",6.3,139559,"54,445,357",2014
954,The Hundred-Foot Journey,"Comedy, Drama",7.3,66672,"54,240,821",2014
955,No Good Deed,"Crime, Drama, Thriller",5.6,15411,"52,543,632",2014
956,Selma,"Biography, Drama, History",7.5,75393,"52,076,908",2014
957,Muppets Most Wanted,"Adventure, Comedy, Crime",6.4,28187,"51,183,113",2014
958,Ouija,"Horror, Thriller",4.5,42726,"50,856,010",2014
959,The Boxtrolls,"Animation, Adventure, Comedy",6.8,49482,"50,837,305",2014
960,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller",6.2,111832,"50,577,412",2014
961,If I Stay,"Drama, Fantasy, Music",6.8,103882,"50,474,843",2014
962,The Book of Life,"Animation, Adventure, Comedy",7.3,57860,"50,151,543",2014
963,About Last Night,"Comedy, Romance",6.1,20515,"48,637,684",2014
964,Into the Storm,"Action, Thriller",5.8,59851,"47,602,194",2014
965,The Judge,"Crime, Drama",7.4,158773,"47,119,388",2014
966,Jersey Boys,"Biography, Drama, Music",6.8,29408,"47,034,272",2014
967,Blended,"Comedy, Romance",6.5,103109,"46,294,610",2014
968,The Giver,"Drama, Romance, Sci-Fi",6.5,102566,"45,089,048",2014
969,St. Vincent,"Comedy, Drama",7.3,87714,"44,134,898",2014
970,Need for Speed,"Action, Crime, Thriller",6.5,152094,"43,577,636",2014
971,A Million Ways to Die in the West,"Action, Comedy, Western",6.1,156586,"43,139,300",2014
972,John Wick,"Action, Crime, Thriller",7.3,406169,"43,037,835",2014
973,Birdman or (The Unexpected Virtue of Ignorance),"Comedy, Drama",7.7,497484,"42,340,598",2014
974,Dolphin Tale 2,"Drama, Family",6.4,7262,"42,019,483",2014
975,The Expendables 3,"Action, Adventure, Thriller",6.1,151512,"39,322,544",2014
976,Earth to Echo,"Adventure, Family, Sci-Fi",5.8,17380,"38,916,903",2014
977,Sex Tape,"Comedy, Romance",5.1,97618,"38,543,473",2014
978,Wild,"Adventure, Biography, Drama",7.1,107220,"37,880,356",2014
979,Million Dollar Arm,"Biography, Drama, Sport",7,40269,"36,447,959",2014
980,The Theory of Everything,"Biography, Drama, Romance",7.7,343689,"35,893,537",2014
981,Viy,"Adventure, Fantasy, Mystery",5.3,4183,"34,592,118",2014
982,This Is Where I Leave You,"Comedy, Drama",6.6,63628,"34,290,142",2014
983,The Gambler,"Crime, Drama, Thriller",6,58131,"33,631,221",2014
984,Unfriended,"Horror, Mystery",5.6,59477,"32,482,090",2014
985,Paranormal Activity: The Marked Ones,"Horror, Thriller",5,36285,"32,462,372",2014
986,Nightcrawler,"Crime, Drama, Thriller",7.9,385962,"32,381,218",2014
987,3 Days to Kill,"Action, Drama, Thriller",6.2,79562,"30,697,999",2014
988,Chef,"Adventure, Comedy, Drama",7.3,168462,"30,640,336",2014
989,Deliver Us from Evil,"Horror, Mystery, Thriller",6.2,62497,"30,577,122",2014
990,Get on Up,"Biography, Drama, Music",6.9,18537,"30,513,940",2014
991,When the Game Stands Tall,"Drama, Family, Sport",6.7,14254,"30,127,963",2014
992,Draft Day,"Drama, Sport",6.8,47032,"28,831,145",2014
993,The Best of Me,"Drama, Romance",6.7,56945,"26,761,283",2014
994,The Woman in Black 2: Angel of Death,"Drama, Horror, Thriller",4.9,23976,"26,496,583",2014
995,A Walk Among the Tombstones,"Crime, Drama, Mystery",6.5,102127,"26,307,600",2014
996,That Awkward Moment,"Comedy, Romance",6.2,89962,"26,049,082",2014
997,Ex Machina,"Drama, Mystery, Sci-Fi",7.7,403479,"25,442,958",2014
998,Boyhood,Drama,7.9,309214,"25,379,975",2014
999,Top Five,"Comedy, Romance",6.4,24417,"25,277,561",2014
1000,The November Man,"Action, Crime, Thriller",6.3,58018,"24,984,868",2014
1001,Endless Love,"Drama, Romance",6.3,36878,"23,393,765",2014
1002,Pompeii,"Action, Adventure, Drama",5.5,97918,"23,219,748",2014
1003,Transcendence,"Drama, Mystery, Romance",6.3,199970,"23,022,309",2014
1004,Black or White,Drama,6.6,10355,"21,569,041",2014
1005,"As Above, So Below","Horror, Mystery, Thriller",6.2,63948,"21,197,315",2014
1006,Brick Mansions,"Action, Crime, Thriller",5.7,36748,"20,285,518",2014
1007,"I, Frankenstein","Action, Fantasy, Horror",5.1,73650,"19,075,290",2014
1008,The Legend of Hercules,"Action, Adventure, Fantasy",4.2,49551,"18,848,538",2014
1009,Still Alice,Drama,7.5,112976,"18,754,371",2014
1010,Addicted,"Drama, Thriller",5.2,7393,"17,382,982",2014
1011,A Haunted House 2,"Comedy, Fantasy",4.7,17511,"17,329,486",2014
1012,A Most Wanted Man,"Crime, Drama, Thriller",6.8,66276,"17,237,244",2014
1013,Seventh Son,"Action, Adventure, Fantasy",5.5,65160,"17,223,265",2014
1014,The Single Moms Club,"Comedy, Drama",5.3,5234,"15,986,272",2014
1015,Devil's Due,"Horror, Mystery, Thriller",4.1,15306,"15,818,967",2014
1016,And So It Goes,"Comedy, Drama, Romance",5.8,11204,"15,155,772",2014
1017,Step Up All In,"Drama, Music, Romance",6,29677,"14,904,384",2014
1018,It Follows,"Horror, Mystery",6.9,172914,"14,673,301",2014
1019,Beyond the Lights,"Drama, Music, Romance",6.9,13740,"14,618,727",2014
1020,Big Eyes,"Biography, Crime, Drama",7,74239,"14,479,776",2014
1021,Left Behind,"Action, Drama, Fantasy",3.1,31646,"13,998,282",2014
1022,Sin City: A Dame to Kill For,"Crime, Thriller",6.5,136059,"13,757,804",2014
1023,Whiplash,"Drama, Music",8.5,581379,"13,092,000",2014
1024,Love & Mercy,"Biography, Drama, Music",7.4,31242,"12,547,189",2014
1025,Foxcatcher,"Biography, Drama, Sport",7,123387,"12,096,300",2014
1026,The Drop,"Crime, Drama",7.1,128863,"10,724,389",2014
1027,PK,"Comedy, Drama, Fantasy",8.2,130378,"10,616,104",2014
1028,Sabotage,"Action, Crime, Drama",5.7,54449,"10,508,518",2014
1029,Magic in the Moonlight,"Comedy, Romance",6.6,57558,"10,506,939",2014
1030,Moms' Night Out,Comedy,5.5,12134,"10,429,707",2014
1031,The Quiet Ones,Horror,5.1,17623,"8,496,112",2014
1032,Inherent Vice,"Comedy, Crime, Drama",6.7,79920,"8,110,975",2014
1033,Vampire Academy,"Action, Comedy, Fantasy",5.5,48209,"7,791,979",2014
1034,While We're Young,"Comedy, Drama, Mystery",6.3,39936,"7,574,066",2014
1035,Cantinflas,"Biography, Comedy, Drama",6.6,3479,"6,370,412",2014
1036,The Interview,Comedy,6.6,279834,"6,105,175",2014
1037,The Loft,"Mystery, Romance, Thriller",6.3,45253,"5,981,749",2014
1038,A Most Violent Year,"Crime, Drama, Thriller",7,57918,"5,740,310",2014
1039,Cesar Chavez,"Biography, Drama",6.4,2930,"5,550,866",2014
1040,The Skeleton Twins,"Comedy, Drama, Romance",6.8,36038,"5,283,379",2014
1041,Dear White People,"Comedy, Drama, Romance",6.1,22791,"4,404,154",2014
1042,The Water Diviner,"Drama, History, War",7.1,65122,"4,190,530",2014
1043,My Old Lady,"Comedy, Drama, Romance",6.3,7746,"4,011,530",2014
1044,Mr. Turner,"Biography, Drama, History",6.8,22011,"3,958,546",2014
1045,Default,"Action, Thriller",4.3,219,"3,750,000",2014
1046,Calvary,Drama,7.4,50955,"3,593,460",2014
1047,Wish I Was Here,"Comedy, Drama",6.7,34227,"3,588,432",2014
1048,East Side Sushi,Drama,7.1,2201,"3,500,000",2014
1049,Mommy,Drama,8.1,40993,"3,492,754",2014
1050,Learning to Drive,"Comedy, Drama, Romance",6.4,6430,"3,446,820",2014
1051,What We Do in the Shadows,"Comedy, Horror",7.6,115038,"3,333,000",2014
1052,Veronica Mars,"Crime, Drama, Mystery",6.8,45812,"3,319,109",2014
1053,Treehouse,"Horror, Mystery, Thriller",3.9,1813,"3,250,000",2014
1054,Rosewater,"Biography, Drama",6.6,9691,"3,128,941",2014
1055,Obvious Child,"Comedy, Drama, Romance",6.8,20830,"3,122,616",2014
1056,Relatos salvajes,"Comedy, Drama, Thriller",8.1,142597,"3,107,072",2014
1057,Before I Go to Sleep,"Drama, Horror, Mystery",6.3,62118,"2,963,012",2014
1058,The Trip to Italy,"Comedy, Drama",6.6,13305,"2,873,758",2014
1059,The Fluffy Movie: Unity Through Laughter,Comedy,7.2,3373,"2,827,393",2014
1060,The Identical,"Drama, Music",5.1,2290,"2,817,092",2014
1061,Saving Christmas,"Comedy, Family",1.5,13888,"2,783,970",2014
1062,The Pyramid,"Action, Adventure, Horror",4.6,20785,"2,756,333",2014
1063,The Good Lie,"Biography, Drama",7.4,24530,"2,716,989",2014
1064,The Raid 2,"Action, Crime, Thriller",8,101397,"2,625,803",2014
1065,The Admiral,"Action, History, War",7.2,8441,"2,589,811",2014
1066,Bang Bang,"Action, Adventure, Comedy",5.5,19348,"2,546,172",2014
1067,Kick,"Action, Comedy, Crime",5.4,21042,"2,461,031",2014
1068,Kill the Messenger,"Biography, Crime, Drama",7,39748,"2,450,846",2014
1069,Pawn Sacrifice,"Biography, Drama, Sport",7,33438,"2,436,062",2014
1070,The Homesman,"Drama, Western",6.6,26845,"2,428,883",2014
1071,Gukjesijang,Drama,7.8,2730,"2,300,121",2014
1072,Love Is Strange,"Drama, Romance",6.7,11253,"2,252,580",2014
1073,2 States,"Comedy, Drama, Romance",6.9,21161,"2,221,675",2014
1074,Old Fashioned,"Drama, Romance",5.3,1745,"1,914,090",2014
1075,Cake,Drama,6.4,32347,"1,873,547",2014
1076,Testament of Youth,"Biography, Drama, History",7.3,22401,"1,822,030",2014
1077,Tusk,"Comedy, Drama, Horror",5.3,39412,"1,821,983",2014
1078,Clouds of Sils Maria,Drama,6.7,23910,"1,811,138",2014
1079,Astérix: Le domaine des dieux,"Animation, Adventure, Comedy",6.9,8856,"1,656,287",2014
1080,The Letters,Drama,6.1,846,"1,646,574",2014
1081,Persecuted,"Action, Drama, Mystery",3.6,1409,"1,557,494",2014
1082,"Two Days, One Night",Drama,7.3,40264,"1,436,243",2014
1083,Infinitely Polar Bear,"Comedy, Drama, Romance",7,13549,"1,428,647",2014
1084,99 Homes,Drama,7.1,25682,"1,410,915",2014
1085,Turist,"Comedy, Drama",7.3,40003,"1,358,561",2014
1086,'71,"Action, Drama, Thriller",7.2,44681,"1,268,760",2014
1087,Jai Ho,"Action, Drama",5.3,15052,"1,246,151",2014
1088,Singham Returns,"Action, Drama",5.7,6207,"1,231,550",2014
1089,Black Sea,"Adventure, Drama, Thriller",6.4,30821,"1,171,559",2014
1090,The Remaining,"Drama, Horror, Mystery",4.3,6106,"1,169,603",2014
1091,Goodnight Mommy,"Horror, Mystery, Thriller",6.7,33864,"1,168,902",2014
1092,Hector and the Search for Happiness,"Adventure, Comedy, Drama",7,40582,"1,121,961",2014
1093,The Rover,"Action, Crime, Drama",6.4,39524,"1,109,199",2014
1094,Where Hope Grows,"Drama, Family",6.6,2673,"1,098,544",2014
1095,Leviathan,"Crime, Drama",7.6,41497,"1,092,800",2014
1096,Timbuktu,Drama,7.2,14194,"1,076,075",2014
1097,50 to 1,Drama,6.6,1685,"1,063,723",2014
1098,5 Flights Up,"Comedy, Drama",6.2,7336,"1,013,061",2014
1099,The Song,"Drama, Music, Romance",6,1859,"1,009,620",2014
1100,Big Stone Gap,"Comedy, Romance",5.6,2103,"1,009,301",2014
1101,Gett,Drama,7.7,5360,"987,830",2014
1102,The Babadook,"Drama, Horror",6.8,162466,"924,279",2014
1103,Haider,"Action, Crime, Drama",8.2,44582,"901,610",2014
1104,Más negro que la noche,Horror,4.1,800,"864,220",2014
1105,Song of the Sea,"Animation, Adventure, Drama",8.1,41348,"857,524",2014
1106,Atlas Shrugged: Who Is John Galt?,"Drama, Mystery, Sci-Fi",4.4,2434,"830,210",2014
1107,Im Labyrinth des Schweigens,"Drama, History",7.3,10023,"794,123",2014
1108,Xin hua lu fang,"Comedy, Drama, Romance",6.4,1134,"777,896",2014
1109,Omoide no Mânî,"Animation, Drama, Family",7.7,23003,"765,127",2014
1110,Land Ho!,"Adventure, Comedy",5.9,2336,"727,430",2014
1111,Yves Saint Laurent,"Biography, Drama",6.2,9949,"716,679",2014
1112,Khoobsurat,"Comedy, Romance",6.4,6544,"710,508",2014
1113,Xi you ji: Da nao tian gong,"Action, Adventure, Family",4.9,4234,"709,617",2014
1114,Holiday: A Soldier Is Never Off Duty,"Action, Thriller",7.4,22016,"706,893",2014
1115,A Matter of Faith,Drama,3.6,1185,"677,577",2014
1116,Kochadaiiyaan,"Animation, Action",6.5,4435,"663,000",2014
1117,Frank,"Comedy, Drama, Music",7,68318,"644,906",2014
1118,"Kumiko, the Treasure Hunter",Drama,6.6,10632,"621,127",2014
1119,Welcome to Me,"Comedy, Drama",5.9,16898,"608,852",2014
1120,The Signal,"Sci-Fi, Thriller",6.1,57344,"600,896",2014
1121,Mary Kom,"Action, Biography, Drama",6.8,8945,"590,165",2014
