,Name,Genre,Rating,Votes,BoxOffice,Year
2235,I Love You Both,"Comedy, Drama",4.1,404,"4,605",2016
2236,Auto Shop of Horrors,"Comedy, Horror",5.1,19,"4,095",2016
2237,Ang babaeng humayo,Drama,7.3,892,"3,906",2016
2238,Miss Stevens,"Comedy, Drama",6.6,3184,"3,858",2016
2239,Star Wars: Episode VIII - The Last Jedi,"Action, Adventure, Fantasy",7.2,428363,"620,181,382",2017
2240,Beauty and the Beast,"Family, Fantasy, Musical",7.2,221757,"504,014,165",2017
2241,Wonder Woman,"Action, Adventure, Fantasy",7.5,448727,"412,563,408",2017
2242,Jumanji: Welcome to the Jungle,"Action, Adventure, Comedy",7,216934,"404,515,480",2017
2243,Guardians of the Galaxy Vol. 2,"Action, Adventure, Comedy",7.7,424433,"389,813,101",2017
2244,Spider-Man: Homecoming,"Action, Adventure, Sci-Fi",7.5,371808,"334,201,140",2017
2245,It,"Horror, Thriller",7.4,321265,"327,481,748",2017
2246,Thor: Ragnarok,"Action, Adventure, Comedy",7.9,406152,"315,058,289",2017
2247,Despicable Me 3,"Animation, Action, Adventure",6.3,83115,"264,624,300",2017
2248,Justice League,"Action, Adventure, Fantasy",6.5,295433,"229,024,295",2017
2249,Logan,"Action, Drama, Sci-Fi",8.1,521248,"226,277,068",2017
2250,The Fate of the Furious,"Action, Crime, Thriller",6.7,170074,"226,008,385",2017
2251,Coco,"Animation, Adventure, Comedy",8.4,237398,"209,726,015",2017
2252,Dunkirk,"Action, Drama, History",7.9,430638,"188,373,161",2017
2253,Get Out,"Horror, Mystery, Thriller",7.7,346110,"176,040,665",2017
2254,The Lego Batman Movie,"Animation, Action, Comedy",7.3,106541,"175,750,384",2017
2255,The Boss Baby,"Animation, Adventure, Comedy",6.3,86491,"175,003,033",2017
2256,The Greatest Showman,"Biography, Drama, Musical",7.7,167725,"174,340,174",2017
2257,Pirates of the Caribbean: Dead Men Tell No Tales,"Action, Adventure, Fantasy",6.6,212477,"172,558,876",2017
2258,Kong: Skull Island,"Action, Adventure, Fantasy",6.7,220205,"168,052,812",2017
2259,Cars 3,"Animation, Adventure, Comedy",6.8,52519,"152,901,115",2017
2260,War for the Planet of the Apes,"Action, Adventure, Drama",7.5,188893,"146,880,162",2017
2261,Wonder,"Drama, Family",8,96935,"132,422,809",2017
2262,Transformers: The Last Knight,"Action, Adventure, Sci-Fi",5.2,109195,"130,168,683",2017
2263,Girls Trip,"Comedy, Drama",6.2,27162,"115,108,515",2017
2264,Fifty Shades Darker,"Drama, Romance",4.6,76651,"114,376,885",2017
2265,Baby Driver,"Action, Crime, Drama",7.6,334654,"107,825,862",2017
2266,Pitch Perfect 3,"Comedy, Music",5.9,39188,"104,897,530",2017
2267,Daddy's Home Two,Comedy,6,41777,"104,029,443",2017
2268,Murder on the Orient Express,"Crime, Drama, Mystery",6.5,164426,"102,826,543",2017
2269,Annabelle: Creation,"Horror, Mystery, Thriller",6.5,81681,"102,092,201",2017
2270,Kingsman: The Golden Circle,"Action, Adventure, Comedy",6.8,210450,"100,234,838",2017
2271,Blade Runner 2049,"Drama, Mystery, Sci-Fi",8,345799,"92,054,159",2017
2272,John Wick: Chapter 2,"Action, Crime, Thriller",7.5,249910,"92,029,184",2017
2273,The Emoji Movie,"Animation, Adventure, Comedy",3.2,43872,"86,089,513",2017
2274,Power Rangers,"Action, Adventure, Sci-Fi",6,87113,"85,067,486",2017
2275,Ferdinand,"Animation, Adventure, Comedy",6.7,35055,"84,410,380",2017
2276,The Post,"Biography, Drama, History",7.2,94579,"81,903,458",2017
2277,The Mummy,"Action, Adventure, Fantasy",5.5,144246,"80,101,125",2017
2278,The Hitman's Bodyguard,"Action, Comedy, Thriller",6.9,149677,"75,468,583",2017
2279,Alien: Covenant,"Horror, Sci-Fi, Thriller",6.4,213460,"74,262,031",2017
2280,Captain Underpants: The First Epic Movie,"Animation, Action, Comedy",6.2,20544,"73,921,000",2017
2281,A Bad Moms Christmas,"Adventure, Comedy",5.5,27644,"72,110,659",2017
2282,A Dog's Purpose,"Adventure, Comedy, Drama",7,48643,"64,508,620",2017
2283,The Shape of Water,"Adventure, Drama, Fantasy",7.4,266355,"63,859,435",2017
2284,The Lego Ninjago Movie,"Animation, Action, Adventure",6,16329,"59,281,555",2017
2285,Baywatch,"Action, Comedy, Crime",5.6,122779,"58,060,186",2017
2286,The Shack,"Drama, Fantasy",6.3,23802,"57,330,873",2017
2287,Darkest Hour,"Biography, Drama, History",7.4,119759,"56,443,120",2017
2288,Happy Death Day,"Horror, Mystery, Thriller",6.5,68806,"55,683,845",2017
2289,"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama",8.2,296703,"54,513,740",2017
2290,Atomic Blonde,"Action, Mystery, Thriller",6.7,139075,"51,573,925",2017
2291,American Made,"Action, Biography, Comedy",7.2,119610,"51,342,000",2017
2292,The Dark Tower,"Action, Adventure, Fantasy",5.7,99839,"50,701,325",2017
2293,Lady Bird,"Comedy, Drama",7.5,155025,"48,958,273",2017
2294,Boo 2! A Madea Halloween,"Comedy, Horror",3.7,2997,"47,319,572",2017
2295,Snatched,"Action, Adventure, Comedy",4.4,28299,"45,825,314",2017
2296,Smurfs: The Lost Village,"Animation, Adventure, Comedy",6,14248,"45,020,282",2017
2297,Going in Style,"Comedy, Crime",6.6,61149,"45,003,463",2017
2298,All Eyez on Me,"Biography, Drama, Music",5.8,17359,"44,922,302",2017
2299,xXx: Return of Xander Cage,"Action, Adventure, Thriller",5.2,74234,"44,898,413",2017
2300,47 Meters Down,"Adventure, Drama, Horror",5.6,35862,"44,307,191",2017
2301,The Big Sick,"Comedy, Drama, Romance",7.6,96857,"42,872,467",2017
2302,Valerian and the City of a Thousand Planets,"Action, Adventure, Fantasy",6.5,130225,"41,189,488",2017
2303,The Star,"Animation, Adventure, Comedy",6,4204,"40,852,824",2017
2304,Ghost in the Shell,"Action, Drama, Sci-Fi",6.4,164686,"40,533,014",2017
2305,Paddington 2,"Animation, Adventure, Comedy",7.9,38313,"40,442,052",2017
2306,King Arthur: Legend of the Sword,"Action, Adventure, Drama",6.8,159000,"39,175,066",2017
2307,Jigsaw,"Horror, Mystery, Thriller",5.8,52514,"38,052,832",2017
2308,American Assassin,"Action, Thriller",6.2,53254,"36,249,674",2017
2309,The Foreigner,"Action, Crime, Drama",7,74588,"34,393,507",2017
2310,"Everything, Everything","Drama, Romance",6.4,23840,"34,000,284",2017
2311,Wind River,"Crime, Drama, Mystery",7.7,151317,"33,800,859",2017
2312,Geostorm,"Action, Sci-Fi, Thriller",5.3,71503,"33,700,160",2017
2313,Fist Fight,Comedy,5.6,32311,"32,187,017",2017
2314,How to Be a Latin Lover,"Comedy, Drama",5.9,10775,"32,088,029",2017
2315,Kidnap,"Action, Crime, Drama",5.9,26944,"30,718,107",2017
2316,The Mountain Between Us,"Action, Adventure, Drama",6.4,51565,"30,348,555",2017
2317,Life,"Horror, Sci-Fi, Thriller",6.6,167946,"30,234,022",2017
2318,"I, Tonya","Biography, Comedy, Drama",7.5,119062,"30,014,539",2017
2319,Hostiles,"Adventure, Drama, Western",7.2,43702,"29,819,114",2017
2320,Molly's Game,"Biography, Crime, Drama",7.5,88406,"28,780,744",2017
2321,The Nut Job 2: Nutty by Nature,"Animation, Action, Adventure",5.4,4333,"28,370,522",2017
2322,Logan Lucky,"Comedy, Crime, Drama",7,97553,"27,780,977",2017
2323,Rings,"Drama, Horror, Romance",4.5,32205,"27,780,085",2017
2324,Home Again,"Comedy, Drama, Romance",5.8,20281,"27,020,284",2017
2325,The House,"Comedy, Crime",5.6,30059,"25,481,529",2017
2326,All the Money in the World,"Biography, Crime, Drama",6.8,53060,"25,106,315",2017
2327,Gifted,Drama,7.6,75935,"24,801,212",2017
2328,Downsizing,"Drama, Sci-Fi",5.7,65725,"24,449,754",2017
2329,The Bye Bye Man,"Horror, Thriller",4.3,15652,"22,377,458",2017
2330,Victoria & Abdul,"Biography, Drama, History",6.8,22775,"22,245,070",2017
2331,Rough Night,"Comedy, Crime, Thriller",5.2,36007,"22,062,200",2017
2332,My Little Pony: The Movie,"Animation, Action, Adventure",6.1,4767,"21,885,107",2017
2333,The Disaster Artist,"Biography, Comedy, Drama",7.4,99597,"21,120,616",2017
2334,Phantom Thread,"Drama, Romance",7.5,74896,"21,023,275",2017
2335,Sleepless,"Action, Crime, Thriller",5.6,23576,"20,757,977",2017
2336,Diary of a Wimpy Kid: The Long Haul,"Comedy, Family",4.4,5084,"20,638,993",2017
2337,The Circle,"Drama, Sci-Fi, Thriller",5.3,67990,"20,476,391",2017
2338,Baahubali 2: The Conclusion,"Action, Drama, Fantasy",8.3,61418,"20,186,659",2017
2339,CHIPS,"Action, Comedy, Crime",6,33720,"18,591,819",2017
2340,Only the Brave,"Biography, Drama",7.7,38819,"18,340,051",2017
2341,Call Me by Your Name,"Drama, Romance",7.9,133073,"18,095,701",2017
2342,Mother!,"Drama, Horror, Mystery",6.6,140669,"17,800,004",2017
2343,Father Figures,Comedy,5.4,12152,"17,501,244",2017
2344,The Zookeeper's Wife,"Biography, Drama, History",7,28649,"17,445,186",2017
2345,Chappaquiddick,"Drama, History, Thriller",6.5,7498,"17,395,520",2017
2346,The Glass Castle,"Biography, Drama",7.2,20437,"17,273,059",2017
2347,Flatliners,"Drama, Horror, Mystery",5.2,30699,"16,866,403",2017
2348,Detroit,"Crime, Drama, History",7.4,36661,"16,790,139",2017
2349,The Case for Christ,"Biography, Drama",6.2,5917,"14,678,714",2017
2350,Wish Upon,"Fantasy, Horror, Thriller",5.1,13492,"14,301,505",2017
2351,It Comes at Night,"Horror, Mystery",6.2,63891,"13,985,117",2017
2352,Megan Leavey,"Biography, Drama, War",7.1,17565,"13,406,304",2017
2353,Battle of the Sexes,"Biography, Comedy, Drama",6.7,38927,"12,638,526",2017
2354,Before I Fall,"Drama, Fantasy, Mystery",6.4,35751,"12,230,791",2017
2355,"Roman J. Israel, Esq.","Crime, Drama",6.4,20286,"11,962,712",2017
2356,Unforgettable,"Drama, Thriller",5,10467,"11,274,490",2017
2357,The Beguiled,"Drama, Thriller",6.3,39519,"10,576,669",2017
2358,Marshall,"Biography, Drama",7.2,12733,"10,051,659",2017
2359,Thank You for Your Service,"Biography, Drama, War",6.5,8783,"9,467,000",2017
2360,The Death of Stalin,"Comedy, Drama, History",7.2,50801,"8,041,828",2017
2361,The Space Between Us,"Adventure, Drama, Romance",6.4,37656,"7,829,766",2017
2362,The Wife,Drama,7.3,4273,"7,784,428",2017
2363,Let There Be Light,Drama,4.8,1947,"7,231,896",2017
2364,Beatriz at Dinner,"Comedy, Drama",6.1,7448,"7,115,854",2017
2365,Loving Vincent,"Animation, Biography, Crime",7.8,34673,"6,735,118",2017
2366,The Snowman,"Crime, Drama, Mystery",5.1,43601,"6,670,765",2017
2367,Same Kind of Different as Me,"Biography, Drama",6.5,3446,"6,423,605",2017
2368,Just Getting Started,"Action, Comedy",4.3,4080,"6,069,605",2017
2369,The Florida Project,Drama,7.6,62851,"5,904,366",2017
2370,All Saints,Drama,5.9,1090,"5,802,208",2017
2371,Suburbicon,"Comedy, Crime, Drama",5.6,27772,"5,775,178",2017
2372,The Man Who Invented Christmas,"Biography, Comedy, Drama",7,6293,"5,676,486",2017
2373,Tiger Zinda Hai,"Action, Thriller",6.1,17681,"5,560,921",2017
2374,The Book of Henry,"Crime, Drama, Thriller",6.6,17263,"4,219,536",2017
2375,Stronger,"Biography, Drama",7,29566,"4,211,129",2017
2376,Borg vs McEnroe,"Biography, Drama, Sport",7,18024,"4,113,354",2017
2377,The Hero,"Comedy, Drama, Romance",6.5,6161,"4,077,333",2017
2378,Table 19,"Comedy, Drama, Romance",5.8,21096,"3,606,977",2017
2379,Phoenix Forgotten,"Horror, Mystery, Sci-Fi",5.2,4365,"3,599,570",2017
2380,Disobedience,"Drama, Romance",6.6,13623,"3,480,702",2017
2381,Til Death Do Us Part,Thriller,4.4,794,"3,449,703",2017
2382,First Reformed,"Drama, Mystery, Thriller",7.1,16099,"3,448,256",2017
2383,Raees,"Action, Crime, Drama",6.9,35131,"3,262,954",2017
2384,The Leisure Seeker,"Adventure, Comedy, Drama",6.6,4063,"3,226,443",2017
2385,Ingrid Goes West,"Comedy, Drama",6.6,24622,"3,024,308",2017
2386,Thoroughbreds,"Comedy, Crime, Drama",6.8,19740,"2,830,775",2017
2387,Wolf Warrior 2,"Action, Drama, Thriller",6.2,4976,"2,721,100",2017
2388,My Cousin Rachel,"Drama, Mystery, Romance",6,14342,"2,676,077",2017
2389,A Question of Faith,Drama,5.4,715,"2,587,072",2017
2390,Do It Like An Hombre,Comedy,5.6,913,"2,534,252",2017
2391,You Were Never Really Here,"Crime, Drama, Mystery",6.8,53127,"2,523,610",2017
2392,Tulip Fever,"Drama, History, Romance",6.2,13176,"2,425,664",2017
2393,Mary and the Witch's Flower,"Animation, Adventure, Family",6.8,6323,"2,418,404",2017
2394,The Rider,"Drama, Western",7.5,5492,"2,411,353",2017
2395,T2 Trainspotting,Drama,7.2,88333,"2,402,004",2017
2396,Pokémon the Movie: I Choose You!,"Animation, Action, Adventure",6.5,2777,"2,401,722",2017
2397,Papillon,"Crime, Drama, Mystery",7.1,14739,"2,335,896",2017
2398,The Killing of a Sacred Deer,"Drama, Mystery, Thriller",7,76920,"2,291,901",2017
2399,Jeepers Creepers III,"Action, Horror, Mystery",4,13473,"2,235,162",2017
2400,The Lovers,"Comedy, Drama, Romance",6.1,2505,"2,194,521",2017
2401,Brad's Status,"Comedy, Drama, Music",6.5,11761,"2,133,158",2017
2402,A Fantastic Woman,Drama,7.2,16067,"2,020,988",2017
2403,Good Time,"Crime, Drama, Thriller",7.3,46406,"2,009,484",2017
2404,The Bride of Badrinath,"Comedy, Drama, Romance",6.2,8069,"1,988,441",2017
2405,Everybody Loves Somebody,"Comedy, Romance",6.5,3110,"1,910,685",2017
2406,Sin-gwa ham-kke: Jwi-wa beol,"Action, Drama, Fantasy",7.3,7795,"1,908,823",2017
2407,Fang hua,"Drama, Romance, War",7.1,1983,"1,891,956",2017
2408,Toilet: A Love Story,"Comedy, Drama",7.3,13603,"1,830,715",2017
2409,The Wall,"Drama, Thriller, War",6.2,18926,"1,803,009",2017
2410,The Last Word,"Comedy, Drama",6.6,5795,"1,782,667",2017
2411,Goodbye Christopher Robin,"Biography, Drama",7.1,16918,"1,735,251",2017
2412,Menashe,Drama,6.5,1336,"1,703,036",2017
2413,Slamma Jamma,"Drama, Sport",6.4,1072,"1,687,000",2017
2414,The Little Hours,"Comedy, Romance",5.8,12576,"1,647,175",2017
2415,Jolly LLB 2,"Comedy, Drama",7.3,17791,"1,632,440",2017
2416,A Ghost Story,"Drama, Fantasy, Romance",6.8,42079,"1,596,371",2017
2417,The Bookshop,Drama,6.5,5201,"1,588,150",2017
2418,Professor Marston and the Wonder Women,"Biography, Drama",7.1,15494,"1,584,759",2017
2419,The Stray,"Drama, Family",5.4,715,"1,579,440",2017
2420,Taeksi woonjunsa,"Action, Drama, History",7.8,7957,"1,527,829",2017
2421,The Square,"Comedy, Drama",7.3,39446,"1,502,347",2017
2422,Judwaa 2,"Action, Comedy",3.9,6731,"1,431,255",2017
2423,Finding Your Feet,"Comedy, Drama, Music",6.6,3043,"1,418,682",2017
2424,Wonder Wheel,Drama,6.2,17161,"1,403,237",2017
2425,My Friend Dahmer,"Biography, Drama, Horror",6.3,9041,"1,355,664",2017
2426,The Dinner,"Crime, Drama, Thriller",4.5,6066,"1,322,839",2017
2427,The Recall,"Horror, Sci-Fi, Thriller",4.4,5779,"1,319,566",2017
2428,Jab Harry Met Sejal,"Comedy, Drama, Romance",5.4,15778,"1,284,740",2017
2429,Churchill,"Biography, Drama, History",6.3,11285,"1,244,798",2017
2430,3 Idiotas,"Comedy, Family",4.2,706,"1,239,307",2017
2431,The Sense of an Ending,"Drama, Mystery",6.3,4548,"1,235,432",2017
2432,Lean on Pete,"Adventure, Drama",7.2,6909,"1,163,056",2017
2433,The Trip to Spain,"Comedy, Drama",6.6,3598,"1,157,604",2017
2434,Viceroy's House,"Biography, Drama, History",6.7,4963,"1,105,717",2017
2435,Wonderstruck,"Drama, Mystery",6.2,7443,"1,033,632",2017
2436,Film Stars Don't Die in Liverpool,"Biography, Drama, Romance",6.7,5451,"1,026,124",2017
2437,Columbus,Drama,7.3,8744,"1,017,107",2017
2438,Grow House,Comedy,4.5,251,"1,014,563",2017
2439,Hotchpotch Again,"Action, Comedy, Fantasy",5,6648,"1,013,893",2017
2440,1945,Drama,7.3,1785,"1,004,303",2017
2441,L'insulte,"Drama, Thriller",7.7,9216,"1,001,305",2017
2442,Beyond Skyline,"Action, Adventure, Horror",5.3,13905,"992,181",2017
2443,Last Flag Flying,"Comedy, Drama, War",6.9,16694,"965,481",2017
2444,Lucky,"Comedy, Drama",7.4,11987,"955,925",2017
2445,Landline,"Comedy, Drama",6.4,3294,"940,854",2017
2446,Tubelight,"Drama, War",4.1,11846,"930,058",2017
2447,Journey to the West: The Demons Strike Back,"Adventure, Comedy, Fantasy",5.4,2155,"880,346",2017
2448,The Cakemaker,Drama,7.2,1663,"875,751",2017
2449,Let the Sunshine In,"Comedy, Drama, Romance",6,3306,"866,714",2017
2450,Qian ren 3: Zai jian qian ren,"Comedy, Romance",5.6,276,"838,959",2017
2451,Chingisiin huuhduud,"Adventure, Family",9.3,795,"806,000",2017
2452,Beast,"Crime, Drama, Mystery",6.8,5024,"800,365",2017
2453,Patti Cake$,"Drama, Music",6.7,7862,"800,148",2017
2454,Mark Felt: The Man Who Brought Down the White House,"Biography, Drama, History",6.4,7868,"768,946",2017
2455,Mubarakan,"Comedy, Romance",5.6,2801,"757,057",2017
2456,The Party,"Comedy, Drama",6.6,12267,"749,827",2017
2457,On Chesil Beach,"Drama, Music, Romance",6.3,4499,"745,971",2017
2458,Shubh Mangal Saavdhan,"Comedy, Romance",6.9,5259,"689,874",2017
2459,Wilson,"Comedy, Drama",5.8,8460,"652,997",2017
2460,The Only Living Boy in New York,Drama,6.3,7575,"624,332",2017
2461,Foxtrot,Drama,7.4,3789,"618,883",2017
2462,Sage femme,Drama,6.8,1664,"603,582",2017
2463,Novitiate,Drama,6.6,2611,"580,346",2017
2464,Ji yi da shi,"Fantasy, Mystery, Sci-Fi",6.5,679,"570,992",2017
2465,Loveless,Drama,7.7,20840,"566,356",2017
2466,Bitter Harvest,"Drama, Romance, War",6,2869,"557,004",2017
2467,Brigsby Bear,"Comedy, Drama",7.4,12369,"532,669",2017
2468,"Uchiage hanabi, shita kara miru ka? Yoko kara miru ka?","Animation, Drama, Family",5.5,1070,"525,280",2017
2469,The Children Act,Drama,6.7,4006,"513,381",2017
2470,Detective Jagga,"Action, Adventure, Comedy",6.4,7456,"490,232",2017
2471,Breathe,"Biography, Drama, Romance",7.1,13272,"490,131",2017
2472,Once Upon a Time,"Drama, Fantasy, Romance",5.7,929,"485,728",2017
2473,Gongjo,Action,6.5,1559,"475,618",2017
2474,Beach Rats,Drama,6.4,8177,"472,368",2017
2475,Cheng feng po lang,"Comedy, Drama, Fantasy",6.5,914,"469,706",2017
2476,Final Portrait,"Biography, Comedy, Drama",6.3,3094,"461,972",2017
2477,Phillauri,"Comedy, Drama, Fantasy",6.1,2926,"459,391",2017
2478,Chui lung,"Action, Biography, Crime",6.8,2584,"455,493",2017
2479,Condorito: The Movie,"Animation, Adventure, Comedy",5.2,607,"447,719",2017
2480,Song to Song,"Drama, Music, Romance",5.7,14447,"443,684",2017
2481,A Gentleman,"Action, Comedy",6.2,3880,"418,870",2017
2482,Un sac de billes,Drama,7.3,2796,"411,318",2017
2483,"Love, Kennedy",Drama,6.4,270,"407,871",2017
2484,Yoru wa mijikashi aruke yo otome,"Animation, Adventure, Comedy",7.6,1514,"406,490",2017
2485,Tom of Finland,"Biography, Drama",6.8,3575,"378,296",2017
2486,Rebel in the Rye,"Biography, Drama, Romance",6.6,5230,"378,294",2017
2487,Oh Lucy!,"Comedy, Drama",6.8,1658,"375,391",2017
2488,Kung Fu Yoga,"Action, Adventure, Comedy",5.2,6914,"362,657",2017
2489,OK Darling,"Drama, Romance",5.1,3067,"345,872",2017
2490,God's Own Country,"Drama, Romance",7.7,15205,"335,609",2017
2491,This Is Not What I Expected,"Comedy, Drama, Romance",6.7,956,"334,985",2017
2492,Shine,"Drama, Music",4.8,142,"333,124",2017
2493,Flower,"Comedy, Drama",5.9,4023,"327,628",2017
2494,In the Fade,"Crime, Drama, Thriller",7.1,18407,"321,011",2017
2495,Feng ren ji yue dui,"Comedy, Music",6.2,349,"312,537",2017
2496,The Breadwinner,"Animation, Drama, Family",7.7,11568,"312,381",2017
2497,Happy End,Drama,6.8,9068,"301,718",2017
2498,Coincidence,"Mystery, Thriller",7.2,7460,"298,032",2017
2499,Buddies in India,"Action, Comedy",3.7,209,"292,662",2017
2500,The Son of Bigfoot,"Animation, Comedy, Family",6.1,3655,"289,308",2017
2501,The Black Prince,"Drama, History",6.9,786,"285,000",2017
2502,But Deliver Us from Evil,"Horror, Thriller",2.8,152,"284,900",2017
2503,I Do... Until I Don't,Comedy,4.5,838,"279,263",2017
2504,Kings,"Crime, Drama, Romance",4.9,1658,"274,635",2017
2505,The Endless,"Fantasy, Horror, Sci-Fi",6.5,14397,"272,020",2017
2506,Ce qui nous lie,"Comedy, Drama",6.9,2707,"257,610",2017
2507,Namhansanseong,"Action, Drama, History",7,712,"252,895",2017
2508,Gook,Drama,7.1,1685,"250,130",2017
2509,Kkun,"Action, Crime",6.4,820,"241,916",2017
2510,Crown Heights,"Biography, Crime, Drama",6.4,1338,"238,558",2017
2511,Band Aid,"Comedy, Drama, Music",6.6,4024,"237,535",2017
2512,Mutafukaz,"Animation, Action, Comedy",6.9,496,"229,423",2017
2513,American Satan,"Drama, Music, Thriller",5.5,2240,"226,233",2017
2514,Little Pink House,Drama,6.4,401,"220,948",2017
2515,Getting Grace,"Comedy, Drama",7.6,262,"217,812",2017
2516,Xia dao lian meng,"Action, Adventure, Crime",5.6,2007,"216,556",2017
2517,Peurizeun,"Action, Crime",6.5,1068,"207,167",2017
2518,Keep the Change,"Comedy, Romance",6.3,444,"202,788",2017
2519,Zama,Drama,6.7,2655,"200,600",2017
2520,Gemini,"Crime, Drama, Mystery",5.5,2831,"200,340",2017
2521,Gauguin: Voyage to Tahiti,"Biography, Drama, Romance",5.9,855,"200,140",2017
2522,Yao ling ling,Comedy,4.3,152,"186,135",2017
2523,The Other Side of Hope,"Comedy, Drama",7.2,8239,"183,943",2017
2524,Estiu 1993,"Drama, Family",7.2,3972,"183,570",2017
2525,Marjorie Prime,"Drama, Mystery, Romance",6.3,4210,"180,608",2017
2526,Daisy Winters,Drama,6.8,65,"178,230",2017
2527,Les gardiennes,Drama,6.9,967,"177,331",2017
2528,Champion,"Drama, Family, Sport",5.6,142,"175,232",2017
2529,Gekijôban Fairy Tail: Dragon Cry,"Animation, Action, Adventure",7.1,1313,"169,203",2017
2530,Valley of Bones,"Crime, Thriller, Western",4.2,411,"168,738",2017
2531,Double Lover,"Drama, Romance, Thriller",6.2,7210,"167,581",2017
2532,Kuleana,"Drama, Mystery",7.7,45,"165,254",2017
2533,Journey's End,"Drama, War",6.6,3854,"156,164",2017
2534,Mugen no jûnin,"Action, Drama, Fantasy",6.8,11013,"150,532",2017
2535,Thelma,"Drama, Fantasy, Horror",7,18133,"147,391",2017
2536,Holiday Inn: The New Irving Berlin Musical - Live,Musical,7.2,103,"144,550",2017
2537,Ghost Stories,"Drama, Horror",6.4,16946,"135,095",2017
2538,The Young Karl Marx,"Biography, Drama, History",6.6,3703,"125,659",2017
2539,BPM (Beats Per Minute),Drama,7.5,9280,"125,189",2017
2540,Qimen Dunjia,"Action, Adventure, Fantasy",5.4,743,"124,187",2017
2541,Americons,"Action, Biography, Crime",4,179,"122,410",2017
2542,Yin bao zhe,"Action, Thriller",5.7,139,"118,384",2017
2543,Bodied,"Comedy, Drama, Music",7.5,842,"113,956",2017
2544,"We Love You, Sally Carmichael!",Comedy,6,250,"113,324",2017
2545,Love After Love,"Drama, Romance",5.4,481,"113,074",2017
2546,Monster Family,"Animation, Comedy, Family",4.7,2761,"112,014",2017
2547,Yoake tsugeru Rû no uta,"Animation, Adventure, Comedy",6.8,811,"109,857",2017
2548,Der Hauptmann,"Drama, History, War",7.4,2868,"108,708",2017
2549,Fabricated City,"Action, Thriller",6.9,2691,"104,874",2017
2550,Les fantômes d'Ismaël,"Drama, Romance, Thriller",5.6,1568,"102,510",2017
2551,Revenge,"Action, Horror, Thriller",6.3,19910,"102,091",2017
2552,Memoir of War,Drama,6,398,"101,822",2017
2553,Walking Out,"Adventure, Drama, Mystery",5.8,4345,"100,240",2017
2554,"Tim Timmerman, Hope of America","Comedy, Romance",5.5,257,"97,629",2017
2555,Mary Shelley,"Biography, Drama, History",6.4,5108,"97,321",2017
2556,Poster Boys,Comedy,5.6,1179,"97,049",2017
2557,Ming yue ji shi you,"Drama, War",6.5,550,"96,552",2017
2558,Sweet Country,"Adventure, Crime, Drama",6.9,4267,"95,609",2017
2559,Laissez bronzer les cadavres,Thriller,6.2,1302,"93,255",2017
2560,Salinjaui gieokbeob,"Action, Crime, Thriller",7,2971,"91,335",2017
2561,The King's Case Note,"Comedy, Mystery",6.4,170,"90,899",2017
2562,Because Of Grácia,"Comedy, Drama, Romance",8.1,81,"90,878",2017
2563,Sandome no satsujin,"Crime, Drama, Mystery",6.7,3054,"89,315",2017
2564,How to Talk to Girls at Parties,"Comedy, Music, Romance",5.8,5575,"84,809",2017
2565,Chapter & Verse,Drama,6.2,143,"84,147",2017
2566,Jusqu'à la garde,Drama,7.6,4147,"83,882",2017
2567,La caméra de Claire,Drama,6.6,743,"83,418",2017
2568,Godard Mon Amour,"Biography, Comedy, Drama",6.7,3066,"82,264",2017
2569,The Nile Hilton Incident,"Crime, Drama, Thriller",6.8,5002,"81,089",2017
2570,En el Séptimo Día,Drama,7.1,101,"79,887",2017
2571,Hao jile,"Animation, Comedy, Crime",6.5,1147,"79,393",2017
2572,Shock and Awe,"Biography, Drama, History",5.8,2284,"77,980",2017
2573,Pop Aye,Drama,6.6,607,"77,976",2017
2574,Die göttliche Ordnung,"Comedy, Drama",7,1469,"76,277",2017
2575,Mukkabaaz,"Action, Drama, Sport",8.1,4186,"75,929",2017
2576,The Proxy Soldiers,"Adventure, Drama, History",5.4,222,"75,252",2017
2577,Tehran Taboo,"Animation, Drama",7,1811,"74,758",2017
2578,El último traje,Drama,7,336,"73,548",2017
2579,"Nico, 1988","Biography, Drama, Music",6.8,819,"73,304",2017
2580,Bye Bye Germany,"Comedy, Drama, War",6.5,767,"72,365",2017
2581,Jieyou zahuodian,"Drama, Fantasy",4.8,223,"70,814",2017
2582,Outside In,Drama,6.6,1477,"68,244",2017
2583,Undir trénu,"Comedy, Drama",7,1558,"67,596",2017
2584,Elizabeth Blue,Drama,6,45,"65,420",2017
2585,Tragedy Girls,"Comedy, Crime, Horror",6,6158,"61,899",2017
2586,Where Is Kyra?,Drama,5.6,896,"59,717",2017
2587,Bomb City,"Crime, Drama",6.9,4823,"59,329",2017
2588,Woman Walks Ahead,"Biography, Drama, History",6.5,2559,"57,528",2017
2589,Django,"Biography, Drama, Music",6.2,994,"52,692",2017
2590,Dang kou feng yun,"Action, History",6.4,1495,"52,659",2017
2591,Mei hao de yi wai,"Comedy, Fantasy",6.9,160,"51,766",2017
2592,I Am Not a Witch,Drama,6.8,1630,"50,057",2017
2593,Person to Person,"Comedy, Drama",5.7,1145,"48,499",2017
2594,Hirune-hime: Shiranai watashi no monogatari,"Animation, Adventure, Drama",6.3,768,"48,198",2017
2595,Racer and the Jailbird,"Crime, Drama",6.4,2614,"46,337",2017
